ip_at_ttl,dst,seq
206.224.65.131,129.222.62.164,23
206.224.65.131,129.222.62.216,31
206.224.65.131,129.222.62.78,1
206.224.65.131,129.222.63.105,4
206.224.65.131,129.222.63.161,4
206.224.65.131,129.222.8.194,11
206.224.65.131,143.105.12.117,4
206.224.65.131,143.105.12.12,25
206.224.65.131,143.105.12.129,14
206.224.65.131,143.105.12.194,3
206.224.65.131,143.105.12.240,1
206.224.65.131,143.105.12.72,20
206.224.65.131,143.105.12.83,38
206.224.65.131,143.105.13.223,1
206.224.65.133,129.222.11.16,14
206.224.65.133,129.222.11.32,10
206.224.65.133,129.222.14.82,40
206.224.65.133,129.222.16.110,25
206.224.65.133,129.222.17.142,4
206.224.65.133,129.222.17.54,28
206.224.65.133,129.222.17.62,4
206.224.65.133,129.222.18.116,1
206.224.65.133,129.222.185.61,41
206.224.65.133,129.222.19.175,4
206.224.65.133,129.222.19.180,8
206.224.65.133,129.222.19.213,20
206.224.65.133,129.222.19.243,41
206.224.65.133,129.222.19.95,2
206.224.65.133,129.222.20.106,27
206.224.65.133,129.222.21.214,40
206.224.65.133,129.222.21.230,1
206.224.65.133,129.222.21.240,1
206.224.65.133,129.222.21.34,1
206.224.65.133,129.222.21.47,36
206.224.65.133,129.222.22.118,4
206.224.65.133,129.222.22.91,1
206.224.65.133,129.222.23.14,2
206.224.65.133,129.222.23.159,5
206.224.65.133,129.222.23.66,1
206.224.65.133,129.222.24.233,5
206.224.65.133,129.222.24.45,8
206.224.65.133,129.222.25.140,1
206.224.65.133,129.222.25.251,29
206.224.65.133,129.222.25.38,8
206.224.65.133,129.222.25.4,1
206.224.65.133,129.222.26.121,28
206.224.65.133,129.222.26.247,5
206.224.65.133,129.222.26.69,32
206.224.65.133,129.222.27.0,27
206.224.65.133,129.222.27.191,25
206.224.65.133,129.222.27.218,34
206.224.65.133,129.222.27.249,9
206.224.65.133,129.222.27.252,2
206.224.65.133,129.222.27.8,11
206.224.65.133,129.222.28.32,1
206.224.65.133,129.222.28.4,28
206.224.65.133,129.222.28.49,29
206.224.65.133,129.222.29.133,1
206.224.65.133,129.222.29.15,1
206.224.65.133,129.222.29.201,1
206.224.65.133,129.222.30.144,27
206.224.65.133,129.222.30.149,21
206.224.65.133,129.222.30.173,36
206.224.65.133,129.222.30.178,35
206.224.65.133,129.222.30.217,19
206.224.65.133,129.222.30.3,35
206.224.65.133,129.222.30.32,27
206.224.65.133,129.222.30.54,1
206.224.65.133,129.222.31.116,25
206.224.65.133,129.222.31.213,12
206.224.65.133,129.222.31.243,32
206.224.65.133,129.222.31.245,1
206.224.65.133,129.222.31.85,24
206.224.65.133,129.222.31.95,1
206.224.65.133,129.222.62.74,39
206.224.65.133,129.222.62.86,19
206.224.65.133,129.222.63.104,27
206.224.65.133,129.222.63.123,14
206.224.65.133,129.222.63.144,19
206.224.65.133,129.222.63.195,4
206.224.65.133,129.222.63.215,5
206.224.65.133,129.222.63.245,1
206.224.65.133,129.222.8.136,4
206.224.65.133,129.222.8.53,2
206.224.65.133,129.222.8.56,3
206.224.65.133,129.222.9.9,2
206.224.65.133,143.105.12.254,13
206.224.65.133,143.105.12.80,21
206.224.65.135,129.222.166.175,4
206.224.65.135,129.222.197.164,3
206.224.65.135,129.222.197.55,21
206.224.65.135,129.222.197.61,26
206.224.65.135,129.222.198.2,29
206.224.65.135,129.222.198.206,38
206.224.65.135,129.222.198.80,29
206.224.65.135,129.222.198.99,6
206.224.65.135,129.222.199.177,41
206.224.65.135,129.222.199.44,9
206.224.65.135,129.222.208.25,32
206.224.65.135,129.222.209.155,40
206.224.65.135,129.222.209.2,4
206.224.65.135,129.222.209.60,29
206.224.65.135,129.222.209.98,17
206.224.65.135,129.222.224.47,12
206.224.65.135,129.222.225.206,1
206.224.65.135,129.222.226.244,40
206.224.65.135,129.222.232.126,31
206.224.65.135,129.222.232.139,9
206.224.65.135,129.222.232.180,11
206.224.65.135,129.222.233.156,1
206.224.65.135,129.222.234.59,2
206.224.65.135,129.222.235.126,1
206.224.65.135,129.222.235.231,34
206.224.65.135,129.222.236.149,3
206.224.65.135,129.222.236.167,3
206.224.65.135,129.222.236.47,2
206.224.65.135,129.222.237.102,10
206.224.65.135,129.222.237.106,12
206.224.65.135,129.222.237.26,1
206.224.65.135,129.222.237.38,26
206.224.65.135,129.222.238.152,11
206.224.65.135,129.222.239.106,15
206.224.65.135,129.222.239.40,12
206.224.65.135,129.222.94.2,15
206.224.65.135,129.222.94.39,11
206.224.65.135,129.222.94.87,39
206.224.65.135,129.222.98.175,38
206.224.65.135,135.129.112.5,28
206.224.65.135,135.129.112.90,2
206.224.65.135,216.234.202.117,42
206.224.65.137,129.222.197.146,5
206.224.65.137,129.222.197.201,3
206.224.65.137,129.222.197.243,15
206.224.65.137,129.222.197.49,4
206.224.65.137,129.222.197.85,41
206.224.65.137,129.222.198.111,38
206.224.65.137,129.222.198.135,34
206.224.65.137,129.222.198.204,6
206.224.65.137,129.222.198.226,6
206.224.65.137,129.222.198.232,29
206.224.65.137,129.222.199.141,25
206.224.65.137,129.222.199.78,3
206.224.65.137,129.222.208.236,3
206.224.65.137,129.222.208.246,4
206.224.65.137,129.222.208.72,39
206.224.65.137,129.222.209.162,3
206.224.65.137,129.222.209.252,15
206.224.65.137,129.222.209.83,4
206.224.65.137,129.222.224.148,3
206.224.65.137,129.222.224.236,3
206.224.65.137,129.222.224.243,6
206.224.65.137,129.222.225.33,2
206.224.65.137,129.222.230.46,20
206.224.65.137,129.222.230.53,3
206.224.65.137,129.222.234.155,7
206.224.65.137,129.222.234.190,10
206.224.65.137,129.222.235.24,44
206.224.65.137,129.222.236.187,3
206.224.65.137,129.222.236.45,6
206.224.65.137,129.222.236.49,27
206.224.65.137,129.222.237.103,1
206.224.65.137,129.222.237.255,1
206.224.65.137,129.222.237.64,41
206.224.65.137,129.222.238.182,4
206.224.65.137,129.222.238.191,11
206.224.65.137,129.222.238.204,41
206.224.65.137,129.222.238.244,3
206.224.65.137,129.222.238.32,4
206.224.65.137,129.222.239.154,42
206.224.65.137,129.222.239.225,20
206.224.65.137,129.222.239.42,14
206.224.65.137,129.222.239.54,1
206.224.65.137,129.222.239.70,5
206.224.65.137,129.222.239.79,41
206.224.65.137,129.222.94.192,2
206.224.65.137,129.222.98.32,16
206.224.65.137,129.224.217.16,37
206.224.65.137,135.129.112.181,5
206.224.65.137,135.129.112.183,1
206.224.65.137,135.129.112.98,13
206.224.65.137,216.234.202.142,31
206.224.65.137,216.234.202.167,10
206.224.65.139,129.222.166.191,40
206.224.65.139,129.222.166.196,11
206.224.65.139,129.222.197.36,11
206.224.65.139,129.222.198.198,2
206.224.65.139,129.222.198.248,41
206.224.65.139,129.222.198.51,31
206.224.65.139,129.222.199.172,12
206.224.65.139,129.222.199.192,1
206.224.65.139,129.222.208.44,3
206.224.65.139,129.222.208.55,9
206.224.65.139,129.222.208.62,41
206.224.65.139,129.222.209.196,10
206.224.65.139,129.222.209.242,40
206.224.65.139,129.222.209.25,11
206.224.65.139,129.222.224.173,10
206.224.65.139,129.222.225.238,3
206.224.65.139,129.222.226.215,1
206.224.65.139,129.222.228.132,38
206.224.65.139,129.222.230.159,11
206.224.65.139,129.222.235.210,1
206.224.65.139,129.222.236.174,40
206.224.65.139,129.222.236.207,9
206.224.65.139,129.222.236.255,38
206.224.65.139,129.222.238.109,10
206.224.65.139,129.222.238.39,39
206.224.65.139,129.222.238.69,1
206.224.65.139,129.222.239.212,39
206.224.65.139,129.222.239.221,11
206.224.65.139,129.222.239.35,17
206.224.65.139,129.222.239.55,2
206.224.65.139,129.222.239.56,2
206.224.65.139,129.222.94.75,31
206.224.65.139,129.222.98.154,1
206.224.65.139,129.222.98.44,8
206.224.65.139,129.222.98.9,8
206.224.65.139,135.129.112.187,12
206.224.65.139,135.129.112.34,2
206.224.65.141,129.222.150.188,17
206.224.65.141,129.222.197.149,40
206.224.65.141,129.222.197.188,1
206.224.65.141,129.222.197.208,7
206.224.65.141,129.222.197.214,5
206.224.65.141,129.222.198.147,13
206.224.65.141,129.222.198.161,40
206.224.65.141,129.222.198.29,38
206.224.65.141,129.222.199.69,7
206.224.65.141,129.222.199.75,4
206.224.65.141,129.222.208.108,11
206.224.65.141,129.222.208.130,14
206.224.65.141,129.222.208.133,15
206.224.65.141,129.222.208.228,10
206.224.65.141,129.222.208.50,3
206.224.65.141,129.222.209.12,18
206.224.65.141,129.222.209.142,14
206.224.65.141,129.222.209.54,15
206.224.65.141,129.222.225.62,13
206.224.65.141,129.222.233.204,6
206.224.65.141,129.222.234.239,4
206.224.65.141,129.222.235.122,19
206.224.65.141,129.222.236.110,39
206.224.65.141,129.222.238.14,42
206.224.65.141,129.222.238.180,40
206.224.65.141,129.222.238.75,41
206.224.65.141,129.224.217.127,13
206.224.65.141,129.224.217.234,16
206.224.65.141,216.234.202.122,17
206.224.65.141,216.234.202.172,1
206.224.65.147,143.105.10.154,7
206.224.65.147,143.105.8.11,2
206.224.65.147,143.105.8.139,16
206.224.65.147,143.105.8.30,11
206.224.65.147,143.105.8.89,10
206.224.65.149,143.105.8.151,10
206.224.65.151,143.105.10.220,7
206.224.65.179,145.224.116.176,5
206.224.65.179,145.224.116.182,5
206.224.65.179,145.224.116.220,4
206.224.65.179,145.224.76.123,5
206.224.65.179,145.224.76.2,4
206.224.65.179,145.224.76.224,5
206.224.65.179,145.224.76.228,6
206.224.65.179,145.224.76.236,3
206.224.65.179,145.224.76.62,5
206.224.65.179,145.224.78.115,7
206.224.65.179,145.224.78.209,7
206.224.65.179,145.224.78.218,5
206.224.65.179,145.224.78.28,7
206.224.65.179,145.224.79.143,5
206.224.65.179,145.224.79.179,3
206.224.65.179,145.224.79.187,7
206.224.65.179,145.224.79.22,4
206.224.65.179,145.224.79.64,6
206.224.65.179,145.224.80.102,6
206.224.65.179,145.224.80.104,9
206.224.65.179,145.224.80.128,5
206.224.65.179,145.224.80.147,6
206.224.65.179,145.224.80.216,7
206.224.65.179,145.224.80.35,4
206.224.65.179,145.224.80.48,8
206.224.65.179,145.224.80.93,5
206.224.65.179,145.224.82.34,6
206.224.65.179,145.224.82.90,6
206.224.65.179,145.224.82.92,6
206.224.65.179,145.224.84.155,6
206.224.65.179,145.224.84.247,5
206.224.65.179,145.224.87.13,6
206.224.65.179,145.224.87.143,6
206.224.65.179,145.224.87.166,5
206.224.65.179,145.224.87.189,6
206.224.65.179,145.224.87.196,5
206.224.65.179,145.224.87.217,9
206.224.65.179,145.224.87.3,7
206.224.65.179,145.224.87.78,4
206.224.65.179,145.224.87.97,6
206.224.65.179,145.224.96.107,3
206.224.65.179,145.224.96.51,6
206.224.65.179,169.155.224.154,6
206.224.65.179,169.155.224.16,6
206.224.65.179,169.155.224.25,5
206.224.65.179,169.155.225.125,7
206.224.65.179,169.155.225.205,8
206.224.65.179,169.155.225.65,6
206.224.65.179,169.155.227.105,3
206.224.65.179,169.155.227.203,5
206.224.65.179,169.155.227.249,7
206.224.65.179,169.155.227.45,6
206.224.65.179,169.155.228.13,4
206.224.65.179,169.155.228.137,6
206.224.65.179,169.155.228.187,5
206.224.65.179,169.155.228.242,5
206.224.65.179,169.155.228.244,8
206.224.65.179,169.155.228.30,3
206.224.65.179,169.155.228.83,5
206.224.65.179,169.155.229.123,6
206.224.65.179,169.155.229.214,3
206.224.65.179,169.155.229.79,5
206.224.65.179,169.155.230.124,4
206.224.65.179,169.155.230.156,6
206.224.65.179,169.155.231.199,6
206.224.65.179,169.155.231.204,6
206.224.65.179,169.155.240.17,9
206.224.65.179,169.155.240.226,5
206.224.65.179,169.155.240.234,2
206.224.65.179,169.155.240.45,4
206.224.65.179,169.155.240.56,5
206.224.65.179,169.155.240.62,4
206.224.65.179,209.198.135.112,7
206.224.65.179,209.198.135.115,6
206.224.65.179,209.198.135.152,5
206.224.65.179,209.198.135.206,6
206.224.65.179,209.198.135.211,4
206.224.65.179,209.198.135.26,5
206.224.65.179,209.198.135.32,4
206.224.65.179,209.198.135.46,3
206.224.65.179,209.198.135.68,5
206.224.65.179,209.198.135.9,7
206.224.65.179,209.198.141.127,6
206.224.65.179,209.198.141.184,6
206.224.65.179,209.198.141.234,5
206.224.65.179,209.198.141.6,8
206.224.65.179,209.198.141.75,3
206.224.65.179,209.198.148.244,6
206.224.65.179,209.198.152.18,4
206.224.65.179,209.198.152.232,6
206.224.65.179,209.198.152.243,6
206.224.65.179,209.198.152.77,4
206.224.65.179,209.198.154.232,8
206.224.65.179,209.198.158.176,8
206.224.65.179,209.198.158.193,4
206.224.65.179,209.198.158.210,6
206.224.65.179,216.128.8.239,5
206.224.65.179,217.142.16.115,5
206.224.65.179,217.142.16.136,6
206.224.65.179,217.142.16.142,5
206.224.65.179,217.142.16.178,9
206.224.65.179,217.142.16.254,5
206.224.65.179,217.142.16.31,6
206.224.65.179,217.142.16.54,4
206.224.65.179,217.142.16.65,6
206.224.65.179,217.142.17.124,5
206.224.65.179,217.142.17.16,9
206.224.65.179,217.142.17.160,8
206.224.65.179,217.142.17.202,4
206.224.65.179,217.142.17.223,4
206.224.65.179,217.142.17.248,6
206.224.65.179,217.142.19.122,6
206.224.65.179,217.142.19.143,3
206.224.65.179,217.142.19.163,5
206.224.65.179,217.142.19.181,5
206.224.65.179,217.142.19.202,4
206.224.65.179,217.142.19.248,5
206.224.65.179,217.142.19.64,4
206.224.65.179,87.251.30.233,5
206.224.65.179,91.102.180.245,6
206.224.65.181,145.224.116.214,3
206.224.65.181,145.224.127.46,2
206.224.65.181,145.224.76.100,3
206.224.65.181,145.224.76.190,3
206.224.65.181,145.224.76.27,4
206.224.65.181,145.224.76.77,3
206.224.65.181,145.224.76.98,5
206.224.65.181,145.224.78.113,4
206.224.65.181,145.224.78.220,1
206.224.65.181,145.224.78.253,3
206.224.65.181,145.224.78.27,3
206.224.65.181,145.224.78.8,3
206.224.65.181,145.224.79.242,3
206.224.65.181,145.224.79.51,4
206.224.65.181,145.224.79.53,3
206.224.65.181,145.224.80.176,2
206.224.65.181,145.224.80.199,5
206.224.65.181,145.224.80.75,2
206.224.65.181,145.224.80.8,4
206.224.65.181,145.224.82.107,4
206.224.65.181,145.224.82.151,5
206.224.65.181,145.224.82.164,5
206.224.65.181,145.224.82.190,4
206.224.65.181,145.224.82.201,4
206.224.65.181,145.224.82.253,2
206.224.65.181,145.224.82.27,4
206.224.65.181,145.224.82.75,2
206.224.65.181,145.224.87.107,3
206.224.65.181,145.224.87.118,4
206.224.65.181,145.224.87.141,5
206.224.65.181,145.224.87.162,3
206.224.65.181,145.224.87.177,4
206.224.65.181,145.224.87.61,4
206.224.65.181,145.224.97.137,5
206.224.65.181,145.224.98.44,6
206.224.65.181,169.155.224.26,3
206.224.65.181,169.155.224.81,3
206.224.65.181,169.155.225.127,5
206.224.65.181,169.155.225.173,6
206.224.65.181,169.155.225.50,3
206.224.65.181,169.155.225.6,5
206.224.65.181,169.155.226.15,5
206.224.65.181,169.155.226.242,6
206.224.65.181,169.155.226.95,1
206.224.65.181,169.155.227.163,4
206.224.65.181,169.155.227.165,8
206.224.65.181,169.155.227.173,3
206.224.65.181,169.155.227.182,3
206.224.65.181,169.155.227.230,2
206.224.65.181,169.155.227.41,7
206.224.65.181,169.155.227.71,4
206.224.65.181,169.155.228.133,5
206.224.65.181,169.155.228.170,3
206.224.65.181,169.155.228.84,4
206.224.65.181,169.155.228.99,3
206.224.65.181,169.155.229.27,3
206.224.65.181,169.155.229.58,6
206.224.65.181,169.155.229.86,6
206.224.65.181,169.155.230.0,2
206.224.65.181,169.155.230.133,3
206.224.65.181,169.155.230.239,6
206.224.65.181,169.155.230.9,4
206.224.65.181,169.155.230.95,4
206.224.65.181,169.155.231.100,7
206.224.65.181,169.155.231.106,3
206.224.65.181,169.155.231.119,3
206.224.65.181,169.155.231.132,5
206.224.65.181,169.155.231.14,4
206.224.65.181,169.155.231.205,5
206.224.65.181,169.155.231.50,6
206.224.65.181,169.155.231.76,2
206.224.65.181,169.155.231.8,3
206.224.65.181,169.155.231.94,3
206.224.65.181,169.155.240.108,2
206.224.65.181,169.155.240.19,4
206.224.65.181,169.155.240.243,6
206.224.65.181,169.155.240.245,4
206.224.65.181,169.155.240.41,3
206.224.65.181,169.155.240.97,4
206.224.65.181,209.198.135.111,3
206.224.65.181,209.198.135.160,3
206.224.65.181,209.198.135.179,1
206.224.65.181,209.198.135.217,6
206.224.65.181,209.198.135.243,3
206.224.65.181,209.198.135.30,3
206.224.65.181,209.198.135.44,2
206.224.65.181,209.198.135.55,4
206.224.65.181,209.198.135.70,3
206.224.65.181,209.198.135.78,6
206.224.65.181,209.198.135.93,5
206.224.65.181,209.198.141.12,5
206.224.65.181,209.198.141.167,3
206.224.65.181,209.198.141.175,2
206.224.65.181,209.198.141.216,5
206.224.65.181,209.198.148.247,2
206.224.65.181,209.198.152.117,5
206.224.65.181,209.198.152.142,3
206.224.65.181,209.198.152.180,3
206.224.65.181,209.198.152.48,3
206.224.65.181,209.198.152.62,5
206.224.65.181,209.198.154.241,4
206.224.65.181,209.198.154.247,2
206.224.65.181,209.198.156.10,5
206.224.65.181,209.198.156.112,5
206.224.65.181,209.198.158.104,4
206.224.65.181,209.198.158.11,6
206.224.65.181,209.198.158.140,4
206.224.65.181,209.198.158.203,4
206.224.65.181,209.198.158.205,4
206.224.65.181,209.198.158.236,4
206.224.65.181,216.128.15.226,3
206.224.65.181,216.128.8.235,6
206.224.65.181,216.128.8.246,2
206.224.65.181,217.142.16.100,4
206.224.65.181,217.142.16.127,3
206.224.65.181,217.142.16.19,5
206.224.65.181,217.142.16.210,5
206.224.65.181,217.142.16.220,5
206.224.65.181,217.142.16.41,3
206.224.65.181,217.142.16.67,3
206.224.65.181,217.142.16.69,3
206.224.65.181,217.142.17.164,7
206.224.65.181,217.142.17.200,2
206.224.65.181,217.142.17.206,2
206.224.65.181,217.142.17.213,3
206.224.65.181,217.142.17.46,6
206.224.65.181,217.142.17.92,3
206.224.65.181,217.142.19.133,3
206.224.65.181,217.142.19.141,4
206.224.65.181,217.142.19.152,3
206.224.65.181,217.142.19.177,4
206.224.65.181,217.142.19.206,7
206.224.65.181,217.142.19.38,4
206.224.65.181,217.142.19.7,3
206.224.65.181,217.65.142.80,3
206.224.65.183,145.224.116.146,7
206.224.65.183,145.224.116.168,7
206.224.65.183,145.224.76.120,7
206.224.65.183,145.224.76.15,8
206.224.65.183,145.224.76.192,6
206.224.65.183,145.224.76.231,4
206.224.65.183,145.224.76.38,7
206.224.65.183,145.224.76.51,7
206.224.65.183,145.224.76.87,8
206.224.65.183,145.224.78.164,9
206.224.65.183,145.224.78.211,7
206.224.65.183,145.224.78.233,8
206.224.65.183,145.224.79.105,7
206.224.65.183,145.224.79.140,5
206.224.65.183,145.224.79.164,8
206.224.65.183,145.224.79.199,8
206.224.65.183,145.224.79.232,8
206.224.65.183,145.224.79.29,8
206.224.65.183,145.224.79.69,7
206.224.65.183,145.224.79.8,5
206.224.65.183,145.224.79.80,7
206.224.65.183,145.224.80.132,8
206.224.65.183,145.224.80.141,6
206.224.65.183,145.224.80.26,8
206.224.65.183,145.224.82.158,6
206.224.65.183,145.224.82.206,7
206.224.65.183,145.224.82.225,5
206.224.65.183,145.224.82.40,9
206.224.65.183,145.224.82.76,8
206.224.65.183,145.224.87.14,6
206.224.65.183,145.224.87.151,6
206.224.65.183,145.224.87.152,8
206.224.65.183,145.224.87.27,7
206.224.65.183,145.224.87.57,9
206.224.65.183,145.224.97.113,6
206.224.65.183,145.224.97.156,7
206.224.65.183,169.155.224.60,10
206.224.65.183,169.155.224.75,5
206.224.65.183,169.155.225.233,9
206.224.65.183,169.155.225.28,9
206.224.65.183,169.155.226.130,9
206.224.65.183,169.155.226.210,6
206.224.65.183,169.155.226.232,8
206.224.65.183,169.155.226.253,7
206.224.65.183,169.155.227.1,8
206.224.65.183,169.155.227.177,9
206.224.65.183,169.155.227.206,9
206.224.65.183,169.155.227.243,9
206.224.65.183,169.155.228.104,6
206.224.65.183,169.155.228.108,5
206.224.65.183,169.155.228.110,7
206.224.65.183,169.155.228.132,7
206.224.65.183,169.155.228.33,7
206.224.65.183,169.155.228.52,8
206.224.65.183,169.155.229.107,7
206.224.65.183,169.155.229.76,6
206.224.65.183,169.155.230.119,10
206.224.65.183,169.155.230.145,6
206.224.65.183,169.155.230.50,8
206.224.65.183,169.155.230.98,7
206.224.65.183,169.155.231.141,7
206.224.65.183,169.155.231.185,7
206.224.65.183,169.155.231.219,8
206.224.65.183,169.155.240.109,5
206.224.65.183,169.155.240.131,8
206.224.65.183,169.155.240.233,5
206.224.65.183,169.155.240.247,6
206.224.65.183,169.155.240.26,7
206.224.65.183,169.155.240.74,5
206.224.65.183,169.155.240.81,6
206.224.65.183,169.155.240.86,7
206.224.65.183,209.198.135.161,6
206.224.65.183,209.198.135.226,9
206.224.65.183,209.198.135.25,7
206.224.65.183,209.198.135.36,9
206.224.65.183,209.198.135.48,8
206.224.65.183,209.198.135.56,7
206.224.65.183,209.198.135.65,9
206.224.65.183,209.198.141.154,9
206.224.65.183,209.198.141.22,8
206.224.65.183,209.198.141.70,9
206.224.65.183,209.198.152.105,6
206.224.65.183,209.198.152.154,8
206.224.65.183,209.198.152.181,7
206.224.65.183,209.198.152.196,7
206.224.65.183,209.198.152.237,8
206.224.65.183,209.198.152.44,7
206.224.65.183,209.198.158.116,9
206.224.65.183,209.198.158.157,6
206.224.65.183,209.198.158.194,8
206.224.65.183,216.128.8.234,8
206.224.65.183,217.142.16.170,8
206.224.65.183,217.142.16.18,7
206.224.65.183,217.142.16.242,7
206.224.65.183,217.142.16.250,5
206.224.65.183,217.142.16.35,6
206.224.65.183,217.142.17.140,6
206.224.65.183,217.142.17.171,8
206.224.65.183,217.142.17.218,5
206.224.65.183,217.142.17.251,9
206.224.65.183,217.142.17.33,9
206.224.65.183,217.142.17.39,7
206.224.65.183,217.142.17.69,6
206.224.65.183,217.142.19.0,6
206.224.65.183,217.142.19.113,9
206.224.65.183,217.142.19.190,9
206.224.65.183,217.142.19.238,5
206.224.65.183,217.142.19.253,8
206.224.65.183,217.142.19.58,7
206.224.65.183,217.142.19.75,10
206.224.65.183,217.142.19.83,6
206.224.65.185,145.224.116.139,6
206.224.65.185,145.224.116.144,4
206.224.65.185,145.224.116.158,1
206.224.65.185,145.224.116.183,7
206.224.65.185,145.224.116.191,3
206.224.65.185,145.224.116.213,4
206.224.65.185,145.224.116.219,4
206.224.65.185,145.224.116.250,1
206.224.65.185,145.224.76.118,2
206.224.65.185,145.224.76.146,5
206.224.65.185,145.224.76.154,3
206.224.65.185,145.224.76.21,4
206.224.65.185,145.224.76.213,3
206.224.65.185,145.224.78.13,1
206.224.65.185,145.224.78.148,3
206.224.65.185,145.224.79.10,3
206.224.65.185,145.224.79.149,3
206.224.65.185,145.224.79.165,4
206.224.65.185,145.224.79.195,4
206.224.65.185,145.224.79.226,4
206.224.65.185,145.224.79.23,5
206.224.65.185,145.224.79.236,5
